2020-04-13 17:31:18.299 [main] INFO  Query.QueryTests - Testing Boolean Query
2020-04-13 17:31:18.671 [main] INFO  Query.QueryTests - Score:2.1061409 reviewId: PUK3PhZy5Wu00LzIfamEbA
2020-04-13 17:31:18.671 [main] INFO  Query.QueryTests - Score:2.0399907 reviewId: 02hSJL3BNlNoyvDMWCbDbQ
2020-04-13 17:31:18.671 [main] INFO  Query.QueryTests - Score:2.0289164 reviewId: 1lvNHV5fj_1pe9K4-Ps4Pg
2020-04-13 17:31:18.671 [main] INFO  Query.QueryTests - Score:2.0288124 reviewId: 9S_wmgNvBRXOz9zNM2_Haw
2020-04-13 17:31:18.672 [main] INFO  Query.QueryTests - Score:2.0250254 reviewId: ofVhJ1GIBwVx00HERqULyw
2020-04-13 17:31:18.672 [main] INFO  Query.QueryTests - Score:2.0196035 reviewId: OzZdxR259AQ-rEtFmRdtSQ
2020-04-13 17:31:18.672 [main] INFO  Query.QueryTests - Score:2.0196035 reviewId: qTgtuLK8QxDO3cfdzZFN-Q
2020-04-13 17:31:18.672 [main] INFO  Query.QueryTests - Score:2.0165522 reviewId: 9UfDFpoAu2-f9McfyTSLRg
2020-04-13 17:31:18.672 [main] INFO  Query.QueryTests - Score:2.0135102 reviewId: 7F18mJYfVhT1yvfXAmFlfQ
2020-04-13 17:31:18.672 [main] INFO  Query.QueryTests - Score:2.011445 reviewId: HzT7m_NofbpleKBZkq3o2Q
2020-04-13 17:31:18.676 [main] INFO  Query.QueryTests - Query 4 Processing Time:3 milliseconds
2020-04-13 17:31:18.676 [main] INFO  Query.QueryTests - Score:2.4410782 business_id: ru2SbGVxc_IGCRMcI3AzAw
2020-04-13 17:31:18.676 [main] INFO  Query.QueryTests - Score:2.4410782 business_id: LuYiqAw3twrVr0QppxN77Q
2020-04-13 17:31:18.676 [main] INFO  Query.QueryTests - Score:2.2850175 business_id: 2MobGC3_6ddsY0KA8yENrw
2020-04-13 17:31:18.677 [main] INFO  Query.QueryTests - Score:2.2850175 business_id: njH7MH60P0-F7i-WyAUbhg
2020-04-13 17:31:18.677 [main] INFO  Query.QueryTests - Score:2.2850175 business_id: MX_z-X3uBnWSsjSZ5V1oEw
2020-04-13 17:31:18.677 [main] INFO  Query.QueryTests - Score:2.2850175 business_id: 0KkCZIZ7LFuPqtaoVWvA4Q
2020-04-13 17:31:18.677 [main] INFO  Query.QueryTests - Score:2.2850175 business_id: nrcJJzJH4qdh5Glo8rdKNg
2020-04-13 17:31:18.677 [main] INFO  Query.QueryTests - Score:2.2850175 business_id: 7bNqZ5NwTnL8upkRkJ-uuA
2020-04-13 17:31:18.677 [main] INFO  Query.QueryTests - Score:2.2850175 business_id: OM5qh56is-vbWJOsT9V_uQ
2020-04-13 17:31:18.677 [main] INFO  Query.QueryTests - Score:2.2850175 business_id: DuNqApk82hjSeF2bJtlZtg
2020-04-13 17:31:18.684 [main] INFO  Query.QueryTests - Query 5 Processing Time:7 milliseconds
2020-04-13 17:31:18.685 [main] INFO  Query.QueryTests - Score:2.3929925 business_id: AsKb-lUO_3MYFg6df9QTsw
2020-04-13 17:31:18.685 [main] INFO  Query.QueryTests - Score:2.3233483 business_id: ZkzutF0P_u0C0yTulwaHkA
2020-04-13 17:31:18.685 [main] INFO  Query.QueryTests - Score:2.3233483 business_id: JQWIZ8MT-VGZzO5W5XCB5Q
2020-04-13 17:31:18.685 [main] INFO  Query.QueryTests - Score:2.3233483 business_id: 0C38ezzbBX-dWxpnnwYAzg
2020-04-13 17:31:18.685 [main] INFO  Query.QueryTests - Score:2.3233483 business_id: s6L6SdVYhPcOQEDmNIg1-g
2020-04-13 17:31:18.685 [main] INFO  Query.QueryTests - Score:2.3233483 business_id: 6iqN2D0Dp_9_i-GD2l2s2Q
2020-04-13 17:31:18.686 [main] INFO  Query.QueryTests - Score:2.3233483 business_id: jItwkDeMBFquEb7mAvW-Dw
2020-04-13 17:31:18.686 [main] INFO  Query.QueryTests - Score:2.3233483 business_id: oz-U184llqjVIt398hLntQ
2020-04-13 17:31:18.686 [main] INFO  Query.QueryTests - Score:2.3233483 business_id: 7gIK3en6jVyiColBvlHNPA
2020-04-13 17:31:18.686 [main] INFO  Query.QueryTests - Score:2.3233483 business_id: Vw9u6qar1I2QlkQOV6KNVA
2020-04-13 17:31:18.691 [main] INFO  Query.QueryTests - Query 6 Processing Time:4 milliseconds
2020-04-13 17:31:18.691 [main] INFO  Query.QueryTests - Score:2.0364308 business_id: lYlVsbhDrglWDdhh7OTM2w
2020-04-13 17:31:18.691 [main] INFO  Query.QueryTests - Score:1.9667869 business_id: kUntNQ5P9IrRzEoHdRxV-w
2020-04-13 17:31:18.691 [main] INFO  Query.QueryTests - Score:1.9667869 business_id: TspQ9jCczz436RiJHJQYZw
2020-04-13 17:31:18.692 [main] INFO  Query.QueryTests - Score:1.9667869 business_id: bwmO8teAlvjmuIDxhPb44g
2020-04-13 17:31:18.692 [main] INFO  Query.QueryTests - Score:1.9667869 business_id: oGYXSVs0ympLy0ur8Qnp7g
2020-04-13 17:31:18.692 [main] INFO  Query.QueryTests - Score:1.9667869 business_id: PhrTUiNQVA_XsK43O2TA5w
2020-04-13 17:31:18.692 [main] INFO  Query.QueryTests - Score:1.9667869 business_id: s6L6SdVYhPcOQEDmNIg1-g
2020-04-13 17:31:18.692 [main] INFO  Query.QueryTests - Score:1.9667869 business_id: 8F-UdXe_YylX3k0L1SEiRg
2020-04-13 17:31:18.692 [main] INFO  Query.QueryTests - Score:1.9667869 business_id: Rf41BVuBNLsSWbCla28Tig
2020-04-13 17:31:18.692 [main] INFO  Query.QueryTests - Score:1.9667869 business_id: KMKPusWbBaIORB669W0EeQ
2020-04-13 17:31:18.695 [main] INFO  Query.QueryTests - Query 7 Processing Time:2 milliseconds
2020-04-13 17:31:18.695 [main] INFO  Query.QueryTests - Score:2.8361955 business_id: nso6KokcgCVIeVLcSvtQaw
2020-04-13 17:31:18.695 [main] INFO  Query.QueryTests - Score:2.8361955 business_id: w2vf-Jl06ljoeJzWOJZztw
2020-04-13 17:31:18.695 [main] INFO  Query.QueryTests - Score:2.8361955 business_id: aOkK_2XXQClf5UYYSET__g
2020-04-13 17:31:18.695 [main] INFO  Query.QueryTests - Score:2.8361955 business_id: zHl4NP1D37x3x4tHMNL0vg
2020-04-13 17:31:18.695 [main] INFO  Query.QueryTests - Score:2.8361955 business_id: GJ78keDoPgWenKshmPpwzg
2020-04-13 17:31:18.695 [main] INFO  Query.QueryTests - Score:2.8361955 business_id: R0wHcOhS9eKkE0KrBmxkxw
2020-04-13 17:31:18.695 [main] INFO  Query.QueryTests - Score:2.6903386 business_id: Zx6sZyhaW583ik9gHAFzGg
2020-04-13 17:31:18.695 [main] INFO  Query.QueryTests - Score:2.6903386 business_id: NqkMvCMkrccjtOjc0y4bMg
2020-04-13 17:31:18.696 [main] INFO  Query.QueryTests - Score:2.6903386 business_id: sln1MNbYi6LLT5lIlM5prQ
2020-04-13 17:31:18.696 [main] INFO  Query.QueryTests - Score:2.6903386 business_id: iVjCTKRBo786wAr_T-cJjQ
2020-04-13 17:31:18.697 [main] INFO  Query.QueryTests - Query 8 Processing Time:1 milliseconds
2020-04-13 17:31:18.697 [main] INFO  Query.QueryTests - Score:5.0066547 business_id: sY2TrIpQaS8kFDI8GRGS3Q
2020-04-13 17:31:18.697 [main] INFO  Query.QueryTests - Score:5.0066547 business_id: 6ipr7nnwrzf_o3MGD-8nlA
2020-04-13 17:31:18.697 [main] INFO  Query.QueryTests - Score:4.853919 business_id: Uz77JHl5e6zlGa-71-6_dA
2020-04-13 17:31:18.697 [main] INFO  Query.QueryTests - Score:4.8158383 business_id: f5Pg89x-2xek78E9KHMhNg
2020-04-13 17:31:18.697 [main] INFO  Query.QueryTests - Score:4.7822714 business_id: LbM7p-cI0dUCkaUzOyFMTw
2020-04-13 17:31:18.697 [main] INFO  Query.QueryTests - Score:4.7822714 business_id: BmZu5ackYYCrgQIaJ3-r9A
2020-04-13 17:31:18.698 [main] INFO  Query.QueryTests - Score:4.7822714 business_id: jH19V2I9fIslnNhDzPmdkA
2020-04-13 17:31:18.698 [main] INFO  Query.QueryTests - Score:4.7524614 business_id: 0oyzNutZ--rBqP_boeegPg
2020-04-13 17:31:18.698 [main] INFO  Query.QueryTests - Score:4.596941 business_id: Ya-HZZrzMWYSBtGyLajDQg
2020-04-13 17:31:18.705 [main] INFO  Query.QueryTests - Query 9 Processing Time:6 milliseconds
2020-04-13 17:31:18.705 [main] INFO  Query.QueryTests - Score:3.1693232 business_id: YLCYckhafr1SzmDLNoLZvg
2020-04-13 17:31:18.705 [main] INFO  Query.QueryTests - Score:3.1693232 business_id: 2kN3it1GhPQeC4SNYiV3Lg
2020-04-13 17:31:18.705 [main] INFO  Query.QueryTests - Score:3.1693232 business_id: tzlm9Im_8h144lDuIi4o1Q
2020-04-13 17:31:18.706 [main] INFO  Query.QueryTests - Score:3.1693232 business_id: U0hhhP0ATUqchbVi9tlHdg
2020-04-13 17:31:18.706 [main] INFO  Query.QueryTests - Score:3.1693232 business_id: SoaONMxCRo_DA-9SLkHRQQ
2020-04-13 17:31:18.706 [main] INFO  Query.QueryTests - Score:3.1693232 business_id: eA-1RKbJ3JccVd_O0AGIfg
2020-04-13 17:31:18.706 [main] INFO  Query.QueryTests - Score:3.1693232 business_id: DWcNLMwnhZlbP-I7YsBT8g
2020-04-13 17:31:18.706 [main] INFO  Query.QueryTests - Score:3.1693232 business_id: 28wbO7znGRmBFNswTqaVFQ
2020-04-13 17:31:18.706 [main] INFO  Query.QueryTests - Score:3.1693232 business_id: W2rmrEJnMsA2jlRE0ymDpA
2020-04-13 17:31:18.706 [main] INFO  Query.QueryTests - Score:3.1693232 business_id: NR8mpVgvVo5GBa-hDMt3LQ
2020-04-13 17:31:18.710 [main] INFO  Query.QueryTests - Query 10 Processing Time:3 milliseconds
2020-04-13 17:31:18.710 [main] INFO  Query.QueryTests - Score:0.71534806 business_id: vjTVxnsQEZ34XjYNS-XUpA
2020-04-13 17:31:18.710 [main] INFO  Query.QueryTests - Score:0.71534806 business_id: fnZrZlqW1Z8iWgTVDfv_MA
2020-04-13 17:31:18.710 [main] INFO  Query.QueryTests - Score:0.71534806 business_id: -qjn24n8HYF6It9GQrQntw
2020-04-13 17:31:18.710 [main] INFO  Query.QueryTests - Score:0.71534806 business_id: 7j0kor_fkeYhyEpXh4OpnQ
2020-04-13 17:31:18.710 [main] INFO  Query.QueryTests - Score:0.71534806 business_id: j9bWpCRwpDVfwVT_V85qeA
2020-04-13 17:31:18.710 [main] INFO  Query.QueryTests - Score:0.71534806 business_id: W7hCuNdn2gzehta6eSHzgQ
2020-04-13 17:31:18.710 [main] INFO  Query.QueryTests - Score:0.71534806 business_id: 8nP8ghEpT6WFcM6tfqAaGA
2020-04-13 17:31:18.710 [main] INFO  Query.QueryTests - Score:0.71534806 business_id: 0y6alZmSLnPzmG5_kP5Quw
2020-04-13 17:31:18.710 [main] INFO  Query.QueryTests - Score:0.71534806 business_id: 3C0bnFhjkgYP9mWORKg6cA
2020-04-13 17:31:18.710 [main] INFO  Query.QueryTests - Score:0.71534806 business_id: 5X7TQsA3iDbBc8yy2YkCnA
2020-04-13 17:31:18.716 [main] INFO  Query.QueryTests - Query 11 Processing Time:5 milliseconds
2020-04-13 17:31:18.716 [main] INFO  Query.QueryTests - Score:3.631606 business_id: UT6L3b7Zll_nvRidijiDSA
2020-04-13 17:31:18.716 [main] INFO  Query.QueryTests - Score:3.631606 business_id: FUfANPwFtAyzVf3zF1SU5w
2020-04-13 17:31:18.717 [main] INFO  Query.QueryTests - Score:3.631606 business_id: nnDLapJk1z2NJE0-XzwMlQ
2020-04-13 17:31:18.717 [main] INFO  Query.QueryTests - Score:3.631606 business_id: 3nf-a84p8LC41_WAIvJPjg
2020-04-13 17:31:18.717 [main] INFO  Query.QueryTests - Score:3.631606 business_id: XnJeadLrlj9AZB8qSdIR2Q
2020-04-13 17:31:18.717 [main] INFO  Query.QueryTests - Score:3.631606 business_id: Oz1Ci9y2MnwYyAjVsoZg5Q
2020-04-13 17:31:18.717 [main] INFO  Query.QueryTests - Score:3.631606 business_id: v0fAQRGaDUls8pOh5i6M4A
2020-04-13 17:31:18.717 [main] INFO  Query.QueryTests - Score:3.631606 business_id: rtlsfmdufArhk-47sWIf2w
2020-04-13 17:31:18.717 [main] INFO  Query.QueryTests - Score:3.631606 business_id: qsbmEyNqGPQJvdMzoSBmmg
2020-04-13 17:31:18.717 [main] INFO  Query.QueryTests - Score:3.631606 business_id: RPf0xTug-hAHOdrHb7eEJA
2020-04-13 17:31:18.720 [main] INFO  Query.QueryTests - Query 12 Processing Time:2 milliseconds
2020-04-13 17:31:18.720 [main] INFO  Query.QueryTests - Score:3.6028388 business_id: 3X-jhrbCSMv5hfUS02xdHA
2020-04-13 17:31:18.720 [main] INFO  Query.QueryTests - Score:3.6028388 business_id: xj3Wk4QXwSNHdOSbZyuqBw
2020-04-13 17:31:18.720 [main] INFO  Query.QueryTests - Score:3.6028388 business_id: 46hnat0aLao-qYWZkN9aBg
2020-04-13 17:31:18.720 [main] INFO  Query.QueryTests - Score:3.6028388 business_id: N-tpz2XtAPreL5wnFjKGwA
2020-04-13 17:31:18.720 [main] INFO  Query.QueryTests - Score:3.4965608 business_id: RAJ8DFyJxG7O1RpyyJTOlg
2020-04-13 17:31:18.720 [main] INFO  Query.QueryTests - Score:3.4965608 business_id: AZdivItCJCjjc_H72dQLMA
2020-04-13 17:31:18.720 [main] INFO  Query.QueryTests - Score:3.468601 business_id: a_E-rLe2zcyX-X4FKhWWRg
2020-04-13 17:31:18.721 [main] INFO  Query.QueryTests - Score:3.468601 business_id: ccQhq9pSd_5wj1yMwiM7iA
2020-04-13 17:31:18.721 [main] INFO  Query.QueryTests - Score:3.468601 business_id: Hgy5MrIKrwRJDXnwKaCpbA
2020-04-13 17:31:18.721 [main] INFO  Query.QueryTests - Score:3.468601 business_id: c7JoAt6a3Ufkpn3TrGU23A
2020-04-13 17:31:18.757 [main] INFO  Query.QueryTests - Query 13 Processing Time:36 milliseconds
2020-04-13 17:31:18.757 [main] INFO  Query.QueryTests - Score:1.2661426 business_id: 0v7DIprUj2KASqg5PwqhUg
2020-04-13 17:31:18.757 [main] INFO  Query.QueryTests - Score:1.2661426 business_id: _7bPSTUk_FZvomYjawpdhA
2020-04-13 17:31:18.757 [main] INFO  Query.QueryTests - Score:1.2661426 business_id: Gn68S8dMawWtjaiNNAHQbQ
2020-04-13 17:31:18.757 [main] INFO  Query.QueryTests - Score:1.2661426 business_id: j5wcbhFqxEF-YtayK2fTjQ
2020-04-13 17:31:18.757 [main] INFO  Query.QueryTests - Score:1.2661426 business_id: KLJmSYpq81fy0gXri-tAAw
2020-04-13 17:31:18.758 [main] INFO  Query.QueryTests - Score:1.2661426 business_id: tiaSRKBTb7edKIB4V5qFKg
2020-04-13 17:31:18.758 [main] INFO  Query.QueryTests - Score:1.2661426 business_id: RUyvZomtYaAU4Ryrp1-lJg
2020-04-13 17:31:18.758 [main] INFO  Query.QueryTests - Score:1.2661426 business_id: RSFB2aWr7Spel0gVJWvuPA
2020-04-13 17:31:18.758 [main] INFO  Query.QueryTests - Score:1.2661426 business_id: LHueU8OxZ6ObtISJ18niEw
2020-04-13 17:31:18.758 [main] INFO  Query.QueryTests - Score:1.2661426 business_id: V_CzgZ8maFoKv9t-LgcjDg
2020-04-13 17:31:18.759 [main] INFO  Query.QueryTests - Query 14 Processing Time:1 milliseconds
2020-04-13 17:31:18.760 [main] INFO  Query.QueryTests - Score:2.7109404 business_id: KZa_81a6gEvbA_LQSq4IXg
2020-04-13 17:31:18.760 [main] INFO  Query.QueryTests - Score:2.6605988 business_id: RRTAFcRPmlLaYIDGDS7gPA
2020-04-13 17:31:18.760 [main] INFO  Query.QueryTests - Score:2.6605988 business_id: IPEf6HTV5vikiDLjn6wa-Q
2020-04-13 17:31:18.760 [main] INFO  Query.QueryTests - Score:2.6605988 business_id: xlUoy-OVO-EgZzfiHJk1Hg
2020-04-13 17:31:18.760 [main] INFO  Query.QueryTests - Score:2.6605988 business_id: lvoTojJLdtNHxrwVVkUe6w
2020-04-13 17:31:18.760 [main] INFO  Query.QueryTests - Score:2.6605988 business_id: stCP0pdz5_3i7AAzmt5dSw
2020-04-13 17:31:18.760 [main] INFO  Query.QueryTests - Score:2.6170275 business_id: 42DvUONuqa1mC1YbnZ0o0w
2020-04-13 17:31:18.760 [main] INFO  Query.QueryTests - Score:2.6170275 business_id: XCup-bRuy_7c8JqM2Ryl_g
2020-04-13 17:31:18.760 [main] INFO  Query.QueryTests - Score:2.6170275 business_id: bw0ZpeUwuLSgaCsQlksQsg
2020-04-13 17:31:18.761 [main] INFO  Query.QueryTests - Score:2.6170275 business_id: MTDLV4bSPSWAbaJIgvcXpA
2020-04-13 17:31:18.766 [main] INFO  Query.QueryTests - Query 15 Processing Time:5 milliseconds
2020-04-13 17:31:18.766 [main] INFO  Query.QueryTests - Score:4.0437264 business_id: vchjO0Vs5FwW2tpFnCimqg
2020-04-13 17:31:18.766 [main] INFO  Query.QueryTests - Score:4.0437264 business_id: 24S-aiManGfjbb-fwwi2VQ
2020-04-13 17:31:18.766 [main] INFO  Query.QueryTests - Score:4.0437264 business_id: 6GW7g_YolSIcNwAiOHcc1g
2020-04-13 17:31:18.766 [main] INFO  Query.QueryTests - Score:4.0437264 business_id: tYW54lW_Ss-fDkPZD-2WeA
2020-04-13 17:31:18.766 [main] INFO  Query.QueryTests - Score:4.0437264 business_id: W8-Bsk_hHg5pxbt4EhmPWQ
2020-04-13 17:31:18.766 [main] INFO  Query.QueryTests - Score:4.0437264 business_id: CLdn-jOifbwtoKUvy9V_0Q
2020-04-13 17:31:18.766 [main] INFO  Query.QueryTests - Score:4.0437264 business_id: sIFa8r-wQNWl03qlBMukPg
2020-04-13 17:31:18.767 [main] INFO  Query.QueryTests - Score:4.0437264 business_id: wRxB3KwehZ8RNCZhzPE1LA
2020-04-13 17:31:18.767 [main] INFO  Query.QueryTests - Score:4.0437264 business_id: 1IR-he7F8PEwZQOAO-guqg
2020-04-13 17:31:18.767 [main] INFO  Query.QueryTests - Score:4.0437264 business_id: jF3Ckb3OGG2Eu-wWjle2_g
2020-04-13 17:31:18.769 [main] INFO  Query.QueryTests - Query 16 Processing Time:2 milliseconds
2020-04-13 17:31:18.770 [main] INFO  Query.QueryTests - Score:2.6709378 business_id: iWxv5qyiMEhuiUozY6limg
2020-04-13 17:31:18.770 [main] INFO  Query.QueryTests - Score:2.6709378 business_id: iWL7uxIpLvkFm3Jv8Humuw
2020-04-13 17:31:18.770 [main] INFO  Query.QueryTests - Score:2.6709378 business_id: g0yeRwvJmdd-XrH9lye0ww
2020-04-13 17:31:18.770 [main] INFO  Query.QueryTests - Score:2.6709378 business_id: upZ9FEpOh1Pr_GY-rUh0vw
2020-04-13 17:31:18.770 [main] INFO  Query.QueryTests - Score:2.6709378 business_id: v3gSujyy-PB8q9pSqot2Rg
2020-04-13 17:31:18.770 [main] INFO  Query.QueryTests - Score:2.6709378 business_id: IgZr5wCW4gZo51dOEiyNVw
2020-04-13 17:31:18.770 [main] INFO  Query.QueryTests - Score:2.6709378 business_id: wJK311GrpDS9KSaPdz27hQ
2020-04-13 17:31:18.770 [main] INFO  Query.QueryTests - Score:2.6709378 business_id: KMIGb4GJ6BcksShOdmneWA
2020-04-13 17:31:18.770 [main] INFO  Query.QueryTests - Score:2.6709378 business_id: 5UgSHCX-V0iXagxUZ9LEXg
2020-04-13 17:31:18.770 [main] INFO  Query.QueryTests - Score:2.6709378 business_id: 5jFAsP4xlu8M2ew7qMTNVQ
2020-04-13 17:31:18.781 [main] INFO  Query.QueryTests - Query 17 Processing Time:10 milliseconds
2020-04-13 17:31:18.781 [main] INFO  Query.QueryTests - Score:3.272464 business_id: OGh-9alAEaqHkF975N_bbg
2020-04-13 17:31:18.781 [main] INFO  Query.QueryTests - Score:3.272464 business_id: XdcAC0DLroA0hm7bzkC_ow
2020-04-13 17:31:18.781 [main] INFO  Query.QueryTests - Score:3.272464 business_id: 6_pFtgBUD23wb0mBCSqoqA
2020-04-13 17:31:18.781 [main] INFO  Query.QueryTests - Score:3.1975 business_id: UEvT2XH9RVFaZQqmw_f4xQ
2020-04-13 17:31:18.781 [main] INFO  Query.QueryTests - Score:3.1975 business_id: fPKLjYJpNxZ0BQZQbumJdg
2020-04-13 17:31:18.781 [main] INFO  Query.QueryTests - Score:3.1975 business_id: jl9jG2QZibKuEqEjvsyfAQ
2020-04-13 17:31:18.781 [main] INFO  Query.QueryTests - Score:3.1975 business_id: PlTL-4Y9UpNjjU0F_lL26w
2020-04-13 17:31:18.782 [main] INFO  Query.QueryTests - Score:3.1289256 business_id: kpbhERZoj1eTDRnMVU2BKA
2020-04-13 17:31:18.785 [main] INFO  Query.QueryTests - Score:3.1289256 business_id: uUdr0poadIUQb9iBz2g0Pw
2020-04-13 17:31:18.785 [main] INFO  Query.QueryTests - Score:3.1289256 business_id: D57dZFqVrb5rov3CtoEPYA
2020-04-13 17:31:18.787 [main] INFO  Query.QueryTests - Query 18 Processing Time:1 milliseconds
2020-04-13 17:31:18.787 [main] INFO  Query.QueryTests - Score:1.3149554 business_id: macHk8_6D11iBp2HlbhFLg
2020-04-13 17:31:18.787 [main] INFO  Query.QueryTests - Score:1.124139 business_id: xZtKQ6AFLh9P7rfmjvVjhw
2020-04-13 17:31:18.787 [main] INFO  Query.QueryTests - Score:1.060762 business_id: qABb9Wzdn51VcNHdp_Qhpg
2020-04-13 17:31:18.788 [main] INFO  Query.QueryTests - Score:0.9884707 business_id: apdb7MGnmnx6nGWBJ0ch_g
2020-04-13 17:31:18.788 [main] INFO  Query.QueryTests - Score:0.91921026 business_id: N4AIlY5runouWKCMurrnvQ
2020-04-13 17:31:18.794 [main] INFO  Query.QueryTests - Query 19 Processing Time:6 milliseconds
2020-04-13 17:31:18.794 [main] INFO  Query.QueryTests - Score:2.67995 business_id: D-RQsQjEVI_w-KC7iDJd5Q
2020-04-13 17:31:18.795 [main] INFO  Query.QueryTests - Score:2.67995 business_id: Ra5fI9BEAuWWaLJSfkiCiQ
2020-04-13 17:31:18.795 [main] INFO  Query.QueryTests - Score:2.67995 business_id: wiPtQK7_QAkUUMQtyiaUNg
2020-04-13 17:31:18.795 [main] INFO  Query.QueryTests - Score:2.67995 business_id: XSY26vVt9qvLh3SAECPzkg
2020-04-13 17:31:18.795 [main] INFO  Query.QueryTests - Score:2.67995 business_id: sSEeW-U4N5TxalS58zuGrA
2020-04-13 17:31:18.795 [main] INFO  Query.QueryTests - Score:2.67995 business_id: 6r2f7qd5NZBv1cLOzRVxKA
2020-04-13 17:31:18.795 [main] INFO  Query.QueryTests - Score:2.67995 business_id: u6JJojkbqVlVI4NqKsL54Q
2020-04-13 17:31:18.795 [main] INFO  Query.QueryTests - Score:2.67995 business_id: ATeOjZzE3VOI-RW7FUFJpQ
2020-04-13 17:31:18.795 [main] INFO  Query.QueryTests - Score:2.67995 business_id: WJVDUT13ZpB698C8VN6tww
2020-04-13 17:31:18.795 [main] INFO  Query.QueryTests - Score:2.67995 business_id: vtGwb-yl69LT96mHVllWeA
2020-04-13 17:31:18.796 [main] INFO  Query.QueryTests - Query 20 Processing Time:1 milliseconds
2020-04-13 17:31:18.797 [main] INFO  Query.QueryTests - Score:2.0498643 business_id: feBEmxRAzUW4zgCLtxzhPQ
2020-04-13 17:31:18.797 [main] INFO  Query.QueryTests - Score:2.0498643 business_id: 2RjQN_KV8Yv4vuTzruuL9g
2020-04-13 17:31:18.797 [main] INFO  Query.QueryTests - Score:2.0498643 business_id: Z1YaY_qnupcsiGMGyh1zOA
2020-04-13 17:31:18.797 [main] INFO  Query.QueryTests - Score:2.0498643 business_id: cv8iMGIBtawW_4Imq8qPjw
2020-04-13 17:31:18.797 [main] INFO  Query.QueryTests - Score:2.0498643 business_id: ToC5TBp85mILzdaco-Ttpw
2020-04-13 17:31:18.797 [main] INFO  Query.QueryTests - Score:2.0498643 business_id: 0_rWCynqnCcmHKrEt6qi8Q
2020-04-13 17:31:18.797 [main] INFO  Query.QueryTests - Score:2.0498643 business_id: -raRJtfpxvBFYTCxhIkGzg
2020-04-13 17:31:18.797 [main] INFO  Query.QueryTests - Score:2.0498643 business_id: weIPRz9k778J_jt8muBkdQ
2020-04-13 17:31:18.797 [main] INFO  Query.QueryTests - Score:2.0498643 business_id: DRH2DRochKr7_sY2YOc2GA
2020-04-13 17:31:18.797 [main] INFO  Query.QueryTests - Score:2.0498643 business_id: tdzRCSV_Ym3MgftaZZ3y9g
